k,n,id,orders,generator,P,P_coe,E,E_coe,H,H_coe,Element,gen_coe,hyouji,orders2
17,4,2,4.0,E \bar{\varepsilon}',,,"p144, \ \Delta(\kappa_9)=\pm (2(\nu_4\kappa_7)-E \bar{\varepsilon}{'})",2 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,37,0 0 1 0 0 0 0 0 0 0 0 0,E \bar{\varepsilon}',4.0
17,4,3,2.0,\bar{\mu}4,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}4,2.0
17,4,4,2.0,\eta4\mu5\sigma14,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,2 12 9,0 0 0 0 1 0 0 0 0 0 0 0,\eta4\mu5\sigma14,2.0
17,5,0,4.0,\nu5\kappa8,"(12.10), \ \Delta(\nu_5 \kappa_8)=\pm (\eta_2 \bar{\varepsilon}{'})",1 0 0 0 0 0 0 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,1 0 0 0 0 0 0 0 0 0 0 0,\nu5\kappa8,4.0
17,5,1,2.0,\bar{\mu}5,"Lem5.2, \ \Delta(\bar{\mu}_5)=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 1 0 0 0 0 0 0 0 0 0 0,\bar{\mu}5,2.0
17,5,2,2.0,\eta5\mu6\sigma15,"Lem5.2, \ \Delta(\eta_5 \mu_6 \sigma_{15})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,2 12 9,0 0 1 0 0 0 0 0 0 0 0 0,\eta5\mu6\sigma15,2.0
17,6,0,2.0,\Delta(E \theta),,,,0 0 0 0 0 0 0 0 0 0 0 0,"Lem12.11, \ H(\Delta(E \theta))=\theta'",1 0 0 0 0 0 0 0 0 0 0 0,39,1 0 0 0 0 0 0 0 0 0 0 0,\Delta(E \theta),2.0
17,6,1,2.0,\nu6\kappa9,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 1 0 0 0 0 0 0 0 0 0 0,\nu6\kappa9,2.0
17,6,2,2.0,\bar{\mu}6,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 1 0 0 0 0 0 0 0 0 0,\bar{\mu}6,2.0
17,6,3,2.0,\eta6\mu7\sigma16,,,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,2 12 9,0 0 0 1 0 0 0 0 0 0 0 0,\eta6\mu7\sigma16,2.0
17,7,0,2.0,\sigma'\eta14\mu15,H(\nu_4\sigma'\eta_{14}\mu_{15})=\sigma'\eta_{14}\mu_{15},0 0 0 0 0 0 0 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,"p146, \ H(\sigma'\eta_{14}\mu_{15})=\eta_{13}^2\mu_{15}=4\zeta_{13}",4 0 0 0 0 0 0 0 0 0 0 0,8 2 12,1 0 0 0 0 0 0 0 0 0 0 0,\sigma'\eta14\mu15,2.0
17,7,1,2.0,\nu7\kappa10,H(\nu_{4}^2\kappa_{10})=\nu_{7}\kappa_{10},0 0 0 0 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 1 0 0 0 0 0 0 0 0 0 0,\nu7\kappa10,2.0
17,7,2,2.0,\bar{\mu}7,H(\nu_4\bar{\mu}_7)=\bar{\mu}_7,0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 1 0 0 0 0 0 0 0 0 0,\bar{\mu}7,2.0
17,7,3,2.0,\eta7\mu8\sigma17,H(\nu_4\eta_7\mu_8\sigma_{17})=\eta_7\mu_8\sigma_{17},0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 1 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,2 12 9,0 0 0 1 0 0 0 0 0 0 0 0,\eta7\mu8\sigma17,2.0
17,8,0,2.0,\sigma8\eta15\mu16,,,,1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,9 2 12,1 0 0 0 0 0 0 0 0 0 0 0,\sigma8\eta15\mu16,2.0
17,8,1,2.0,E \sigma'\eta15\mu16,,,"(5.16), \ \Delta(\iota_{17})=\pm (2\sigma_8-E \sigma')",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,8 2 12,0 1 0 0 0 0 0 0 0 0 0 0,E \sigma'\eta15\mu16,2.0
17,8,2,2.0,\nu8\kappa11,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu8\kappa11,2.0
17,8,3,2.0,\bar{\mu}8,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}8,2.0
17,8,4,2.0,\eta8\mu9\sigma18,,,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,2 12 9,0 0 0 0 1 0 0 0 0 0 0 0,\eta8\mu9\sigma18,2.0
17,9,0,2.0,\sigma9\eta16\mu17,"[MT]p46, \ \Delta(\sigma_9\eta_{16}\mu_{17})=\nu_4\sigma'\eta_{14}\mu_{15}+E \nu'\epsilon_7\mu_{15}",0 0 1 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,1 0 0 0 0 0 0 0 0 0 0 0,\sigma9\eta16\mu17,2.0
17,9,1,2.0,\nu9\kappa12,"[MT]p46, \ \Delta(\nu_9\kappa_{12})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 1 0 0 0 0 0 0 0 0 0 0,\nu9\kappa12,2.0
17,9,2,2.0,\bar{\mu}9,"[MT]p46, \ \Delta(\bar{\mu}_9)=E \nu'\bar{\mu}_7",1 0 0 0 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 1 0 0 0 0 0 0 0 0 0,\bar{\mu}9,2.0
17,9,3,2.0,\eta9\mu10\sigma19,"(5.11), \ \Delta(\eta_9)=E \nu'\eta_7",0 1 0 0 0 0 0 0 0 0 0 0,"(12.21), \ \Delta(\mu_{19})=\eta_9\mu_{10}\sigma_{19}+\sigma_9\eta_{16}\mu_{17}",1 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,2 12 9,0 0 0 1 0 0 0 0 0 0 0 0,\eta9\mu10\sigma19,2.0
17,10,0,2.0,\sigma10\eta17\mu18,,,,1 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,1 0 0 0 0 0 0 0 0 0 0 0,\sigma10\eta17\mu18,2.0
17,10,1,2.0,\nu10\kappa13,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 1 0 0 0 0 0 0 0 0 0 0,\nu10\kappa13,2.0
17,10,2,2.0,\bar{\mu}10,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 1 0 0 0 0 0 0 0 0 0,\bar{\mu}10,2.0
17,11,0,2.0,\sigma11\eta18\mu19,"[M] (7.4), \ \Delta(\sigma_{11}\eta_{18}\mu_{19})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,1 0 0 0 0 0 0 0 0 0 0 0,\sigma11\eta18\mu19,2.0
17,11,1,2.0,\nu11\kappa14,"[M] (7.4), \ \Delta(\nu_{11}\kappa_{14})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 1 0 0 0 0 0 0 0 0 0 0,\nu11\kappa14,2.0
17,11,2,2.0,\bar{\mu}11,"[M] (7.4), \ \Delta(\bar{\mu}_{11})=\nu_5\eta_8\bar{\mu}_9",0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 1 0 0 0 0 0 0 0 0 0,\bar{\mu}11,2.0
17,12,0,2.0,\epsilon^{*}12,,,,1 0 0 0 0 0 0 0 0 0 0 0,"Lem12.15, \ H(\epsilon^{*}_{12})=\nu_{23}^2",1 0 0 0 0 0 0 0 0 0 0 0,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}12,2.0
17,12,1,2.0,\sigma12\eta19\mu20,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma12\eta19\mu20,2.0
17,12,2,2.0,\nu12\kappa15,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu12\kappa15,2.0
17,12,3,2.0,\bar{\mu}12,,,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}12,2.0
17,13,0,2.0,\epsilon^{*}13,"[M] example \ 5.12, \ \epsilon^{*}_{13}=H(\sigma'\omega_{14})",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}13,2.0
17,13,1,2.0,\sigma13\eta20\mu21,"[M] p316, \ \Delta(\sigma_{13}\eta_{20}\mu_{21})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma13\eta20\mu21,2.0
17,13,2,2.0,\nu13\kappa16,"[M] p316, \ \Delta(\nu_{13}\kappa_{16})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu13\kappa16,2.0
17,13,3,2.0,\bar{\mu}13,"[M] p316, \ \Delta(\bar{\mu}_{13})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}13,2.0
17,14,0,2.0,\epsilon^{*}14,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}14,2.0
17,14,1,2.0,\sigma14\eta21\mu22,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma14\eta21\mu22,2.0
17,14,2,2.0,\nu14\kappa17,,,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu14\kappa17,2.0
17,14,3,2.0,\bar{\mu}14,,,,0 0 0 0 1 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}14,2.0
17,15,0,2.0,\eta^{*}{'}\eta31,H(\sigma_8\eta^{*}{'}\eta_{31})=\eta^{*}{'}\eta_{31},0 0 0 0 0 0 0 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,"Lem12.14, \ H(\eta^{*}{'})=\eta_{29}^2",4 0 0 0 0 0 0 0 0 0 0 0,35 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta^{*}{'}\eta31,2.0
17,15,1,2.0,\epsilon^{*}15,H(\sigma_8\epsilon^{*}_{15})=\epsilon^{*}_{15},0 0 0 0 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,40,0 1 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}15,2.0
17,15,2,2.0,\sigma15\eta22\mu23,H(\sigma_{8}^2\eta_{22}\mu_{23})=\sigma_{15}\eta_{22}\mu_{23},0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,0 0 1 0 0 0 0 0 0 0 0 0,\sigma15\eta22\mu23,2.0
17,15,3,2.0,\nu15\kappa18,H(\sigma_8\nu_{15}\kappa_{18})=\nu_{15}\kappa_{18},0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 1 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 0 1 0 0 0 0 0 0 0 0,\nu15\kappa18,2.0
17,15,4,2.0,\bar{\mu}15,H(\sigma_8\bar{\mu}_{15})=\bar{\mu}_{15},0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 1 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 0 1 0 0 0 0 0 0 0,\bar{\mu}15,2.0
17,16,0,2.0,\eta^{*}16\eta32,,,,1 0 0 0 0 0 0 0 0 0 0 0,"Lem12.14, \ H(\eta^{*}_{16})=\eta_{31}",1 0 0 0 0 0 0 0 0 0 0 0,36 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta^{*}16\eta32,2.0
17,16,1,2.0,E \eta^{*}{'}\eta32,,,"p160, \ \Delta(\eta_{33}^2)\equiv E \eta^{*}{'}\eta_{32} \mod E^2 \pi_{31}^{14}",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,35 2,0 1 0 0 0 0 0 0 0 0 0 0,E \eta^{*}{'}\eta32,2.0
17,16,2,2.0,\epsilon^{*}16,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,40,0 0 1 0 0 0 0 0 0 0 0 0,\epsilon^{*}16,2.0
17,16,3,2.0,\sigma16\eta23\mu24,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,0 0 0 1 0 0 0 0 0 0 0 0,\sigma16\eta23\mu24,2.0
17,16,4,2.0,\nu16\kappa19,,,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 0 0 1 0 0 0 0 0 0 0,\nu16\kappa19,2.0
17,16,5,2.0,\bar{\mu}16,,,,0 0 0 0 1 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 0 0 1 0 0 0 0 0 0,\bar{\mu}16,2.0
17,17,0,2.0,\eta^{*}17\eta33,"[MMO] (5.11), \ \Delta({\eta^{*}_{17}}{\eta_{33}})\equiv{\sigma_{8}}{\eta^{*}{'}}{\eta_{31}} \mod {\sigma_{8}^{2}}{\eta_{22}}{\mu_{23}}, {E\sigma'}{\omega_{15}}{\eta_{31}}, {\bar{\zeta}{'}_{8}}",0 0 0 0 0 0 0 0 0 0 0 1,"p160, \ \Delta(\eta_{35})\equiv \eta^{*}_{17}\eta_{33} \mod E^2 \pi_{32}^{15}",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,36 2,1 0 0 0 0 0 0 0 0 0 0 0,\eta^{*}17\eta33,2.0
17,17,1,2.0,\epsilon^{*}17,"[MMO] (5.11), \ \Delta({\varepsilon^{*}_{17}})={E\sigma'}{\omega_{15}}{\eta_{31}}",0 0 0 0 0 0 1 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,40,0 1 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}17,2.0
17,17,2,2.0,\sigma17\eta24\mu25,"[MMO] (5.11), \ \Delta({\sigma_{17}}{\eta_{24}}{\mu_{25}})={\bar{\zeta}{'}_{8}}",0 0 0 1 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,0 0 1 0 0 0 0 0 0 0 0 0,\sigma17\eta24\mu25,2.0
17,17,3,2.0,\nu17\kappa20,"[MMO] (5.11), \ \Delta({\nu_{17}}{\kappa_{20}})={\nu_{8}}{\sigma_{11}}{\kappa_{18}}",0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 0 1 0 0 0 0 0 0 0 0,\nu17\kappa20,2.0
17,17,4,2.0,\bar{\mu}17,"[MMO] (5.11), \ \Delta({\bar{\mu}_{17}})={E\sigma'}{\bar{\mu}_{15}}",0 0 0 0 0 1 0 0 0 0 0 0,,0 0 0 0 1 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 0 1 0 0 0 0 0 0 0,\bar{\mu}17,2.0
17,18,0,inf,\Delta(\iota37),,,,0 0 0 0 0 0 0 0 0 0 0 0,"Prop2.7, \ H(\Delta(\iota_{37}))=\pm 2\iota_{35}",2 0 0 0 0 0 0 0 0 0 0 0,41,1 0 0 0 0 0 0 0 0 0 0 0,\Delta(\iota37),inf
17,18,1,2.0,\epsilon^{*}18,,,,1 0 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,40,0 1 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}18,2.0
17,18,2,2.0,\sigma18\eta25\mu26,,,,0 1 0 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,9 2 12,0 0 1 0 0 0 0 0 0 0 0 0,\sigma18\eta25\mu26,2.0
17,18,3,2.0,\nu18\kappa21,,,,0 0 1 0 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,4 23,0 0 0 1 0 0 0 0 0 0 0 0,\nu18\kappa21,2.0
17,18,4,2.0,\bar{\mu}18,,,,0 0 0 1 0 0 0 0 0 0 0 0,,0 0 0 0 0 0 0 0 0 0 0 0,38,0 0 0 0 1 0 0 0 0 0 0 0,\bar{\mu}18,2.0
17,19,0,2.0,\epsilon^{*}19,"[O] Prop6.3(6), \ \Delta({\varepsilon^{*}_{19}})=4{\sigma_{9}}{\xi_{16}}",4 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}19,2.0
17,19,1,2.0,\sigma19\eta26\mu27,"[O] Prop4.2(1), \ H(\tau'')=\eta_{19}\sigma_{20}\mu_{27}=\sigma_{19}\eta_{26}\mu_{27}",0 0 0 0 0 0 0 0 0 0 0 0,,0 1 0 0 0 0 0 0 0 0 0 0,,,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma19\eta26\mu27,2.0
17,19,2,2.0,\nu19\kappa22,"[O] Prop6.3(6), \ \Delta({\nu_{19}}{\kappa_{22}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,0 0 1 0 0 0 0 0 0 0 0 0,,,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu19\kappa22,2.0
17,19,3,2.0,\bar{\mu}19,"[O] Prop6.3(6), \ \Delta({\bar{\mu}_{19}})={\sigma_{9}}{\eta_{16}}{\bar{\mu}_{17}} + {\eta_{9}}{\bar{\mu}_{10}}{\sigma_{27}}",0 1 0 0 1 0 0 0 0 0 0 0,,0 0 0 1 0 0 0 0 0 0 0 0,,,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}19,2.0
17,21,0,2.0,\epsilon^{*}21,"[O] Prop6.4(7), \ \Delta({\varepsilon^{*}_{21}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}21,2.0
17,21,1,2.0,\sigma21\eta28\mu29,"[O] Prop6.4(7), \ \Delta({\sigma_{21}}{\eta_{28}}{\mu_{29}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma21\eta28\mu29,2.0
17,21,2,2.0,\nu21\kappa24,"[O] Prop4.3(2), \ \Delta(\nu_{21}\kappa_{24})=2R_{1}, \ [O] Prop6.4(7), \ \Delta(\nu_{21}\kappa_{24})=\bar{\kappa}_{10}\nu_{30}^2 - \nu_{10}^2\bar{\kappa}_{16}",0 2 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu21\kappa24,2.0
17,21,3,2.0,\bar{\mu}21,"[O1] Prop4.3(7), \ (8.13), \ (8.14), \ \Delta(\bar{\mu}_{21})=2\sigma_{10}\bar{\zeta}_{17}+2\bar{\zeta}_{10}\sigma_{29}=4\tau''",4 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}21,2.0
17,23,0,2.0,\epsilon^{*}23,"[O2] Prop4.4(8), \ \Delta({\varepsilon^{*}_{23}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}23,2.0
17,23,1,2.0,\sigma23\eta30\mu31,"[O2] Prop4.4(8), \ (\Delta({\sigma_{23}}{\eta_{30}}{\mu_{31}})=)\Delta(\eta_{23}\sigma_{24}\mu_{31})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma23\eta30\mu31,2.0
17,23,2,2.0,\nu23\kappa26,"[O2] Prop4.4(8), \ \Delta({\nu_{23}}{\kappa_{26}})=4{\sigma_{11}}{\bar{\kappa}_{18}}",0 0 4 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu23\kappa26,2.0
17,23,3,2.0,\bar{\mu}23,"[O2] Prop4.4(8), \ \Delta({\bar{\mu}_{23}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}23,2.0
17,25,0,2.0,\epsilon^{*}25,"[O2] Prop4.5(8), \ \Delta({\varepsilon^{*}_{25}})={EC_{1}}{\omega_{24}}",0 0 0 0 1 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}25,2.0
17,25,1,2.0,\sigma25\eta32\mu33,,,,1 0 0 0 0 0 0 0 0 0 0 0,,,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma25\eta32\mu33,2.0
17,25,2,2.0,\nu25\kappa28,"[O2] Prop4.5(8), \ \Delta({\nu_{25}}{\kappa_{28}})={\bar{\nu}_{12}}{\bar{\kappa}_{20}} + {\varepsilon_{12}}{\bar{\kappa}_{20}}",0 0 0 0 0 0 1 1 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu25\kappa28,2.0
17,25,3,2.0,\bar{\mu}25,"[O2] Prop3.2(7), \ {EC_{1}^{(2)}}\equiv\Delta({\bar{\mu}_{25}})\mod\Delta(\eta_{25}\sigma_{26}\mu_{33})",0 0 0 1 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}25,2.0
17,27,0,2.0,\epsilon^{*}27,"[O3] (7.19), \ \Delta({\varepsilon^{*}_{27}})\equiv4{\sigma_{13}}{\sigma^{*}_{20}} \mod {EA_{1}}{\bar{\mu}_{25}}",0 4 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}27,2.0
17,27,1,2.0,\sigma27\eta34\mu35,"[O3] Prop4.5(6), \ (\Delta({\sigma_{27}}{\eta_{34}}{\mu_{35}})=)\Delta(\eta_{27}\sigma_{28}\mu_{35})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma27\eta34\mu35,2.0
17,27,2,2.0,\nu27\kappa30,"[O3] Prop4.5(6), \ \Delta({\nu_{27}}{\kappa_{30}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu27\kappa30,2.0
17,27,3,2.0,\bar{\mu}27,"[O3] Prop4.5(6), \ \Delta({\bar{\mu}_{27}})={EA_{1}}{\bar{\mu}_{25}}",1 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}27,2.0
17,29,0,2.0,\epsilon^{*}29,"[O3] Prop4.6(10), \ \Delta({\varepsilon^{*}_{29}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,40,1 0 0 0 0 0 0 0 0 0 0 0,\epsilon^{*}29,2.0
17,29,1,2.0,\sigma29\eta36\mu37,"[O3] (8.17), \ \Delta({\sigma_{29}}{\eta_{36}}{\mu_{37}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,9 2 12,0 1 0 0 0 0 0 0 0 0 0 0,\sigma29\eta36\mu37,2.0
17,29,2,2.0,\nu29\kappa32,"[O3] Prop4.6(10), \ \Delta({\nu_{29}}{\kappa_{32}})=0",0 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,4 23,0 0 1 0 0 0 0 0 0 0 0 0,\nu29\kappa32,2.0
17,29,3,2.0,\bar{\mu}29,"[O3] p137, \ \Delta({\bar{\mu}_{29}})=32{\theta^{VI}}",32 0 0 0 0 0 0 0 0 0 0 0,,1 0 0 0 0 0 0 0 0 0 0 0,,,38,0 0 0 1 0 0 0 0 0 0 0 0,\bar{\mu}29,2.0
